spf_fail,dkim_fail,dmarc_fail,has_suspicious_url,has_dangerous_attachment,subject_length,body_length,label
1,0,0,1,1,27,978,1
1,0,0,1,1,106,869,1
0,0,0,1,0,50,2401,0
1,1,1,0,0,18,1691,0
0,1,1,0,1,95,624,1
0,0,1,1,1,21,3640,1
0,0,0,1,0,18,2404,0
1,1,0,0,0,14,3937,0
0,1,1,0,1,20,2732,1
1,1,0,1,1,94,1048,1
0,0,0,1,1,60,4990,0
1,1,0,1,0,54,1846,1
1,0,1,0,0,61,2902,0
0,0,1,1,0,99,4194,1
1,1,1,0,0,46,4094,0
1,1,1,1,0,16,4804,1
0,0,0,1,0,25,2577,0
0,0,1,0,1,112,3368,1
1,0,0,1,0,86,2874,1
1,1,1,1,1,111,3037,1
1,0,1,1,0,101,3189,1
1,0,1,1,0,24,1524,1
1,0,1,1,0,98,1083,1
1,1,1,0,0,48,3415,0
1,0,0,1,1,36,699,1
1,1,0,0,0,86,3829,0
0,0,0,0,0,15,3917,0
1,0,1,1,0,115,1130,1
1,1,0,1,0,66,4666,1
0,0,1,1,1,99,4775,1
1,0,0,0,0,63,463,0
1,1,1,1,0,103,2855,1
0,1,0,0,0,48,3753,0
0,1,1,0,1,8,1144,1
0,0,1,1,1,98,4890,1
0,1,1,0,0,103,961,0
0,0,0,0,0,29,4479,0
0,0,0,1,0,58,4721,0
1,0,1,1,1,43,1422,1
0,1,0,0,1,65,3255,1
1,1,0,0,0,111,4198,0
0,0,0,0,1,77,1372,0
0,1,1,0,1,116,4189,1
0,1,1,0,1,48,2825,1
1,1,1,0,0,77,444,0
0,1,0,1,0,99,3434,1
0,0,1,1,1,47,462,1
1,0,1,0,1,57,4940,1
0,0,0,1,1,71,405,0
0,1,0,1,1,18,2743,1
1,0,1,0,0,32,307,0
1,0,0,0,0,13,663,0
1,1,1,1,1,103,851,1
1,0,0,0,0,72,209,0
1,1,1,0,0,53,139,0
0,1,1,0,1,53,1587,1
0,0,1,0,0,96,2191,0
1,0,0,0,1,9,1133,1
1,0,0,0,1,72,4545,1
1,1,1,1,1,55,4399,1
0,0,0,0,0,18,3322,0
0,0,0,0,0,82,451,0
0,1,1,1,1,93,1516,1
0,0,1,1,0,97,191,1
0,0,0,0,0,38,2825,0
1,1,1,0,0,26,1370,0
0,0,1,1,1,44,4816,1
0,1,0,0,0,106,2971,0
1,0,0,0,0,12,4336,0
1,1,0,0,0,52,2741,0
1,0,1,1,0,34,2789,1
0,0,1,0,1,110,886,1
1,0,0,0,1,105,4456,1
0,0,0,0,0,120,4071,0
1,1,0,0,0,111,2657,0
1,1,1,1,0,117,1026,1
0,0,0,1,0,47,1673,0
1,0,0,0,0,115,3945,0
0,1,1,1,1,101,3040,1
1,0,1,1,1,58,534,1
1,0,1,1,0,6,4363,1
0,1,1,1,1,86,1790,1
1,1,1,0,1,111,3868,1
0,0,1,0,1,65,4468,1
0,1,1,0,0,6,4919,0
1,1,1,0,0,119,1961,0
1,0,1,1,0,97,4887,1
0,1,0,0,1,62,4895,1
0,1,0,0,1,69,2304,1
0,1,0,0,0,18,4253,0
0,0,0,1,1,88,4499,0
0,1,1,0,0,40,646,0
1,1,0,0,0,63,2728,0
1,1,0,1,1,115,3463,1
0,0,0,1,0,81,241,0
0,1,1,0,0,120,4588,0
1,0,0,1,1,97,553,1
1,1,1,0,0,74,213,0
1,0,1,1,1,22,2215,1
0,1,0,0,0,63,4842,0
1,1,0,1,1,83,1012,1
0,1,0,0,1,38,460,1
0,1,0,0,0,26,4085,0
0,1,1,1,1,106,406,1
0,1,1,1,1,16,592,1
0,1,0,0,1,31,2007,1
0,0,1,1,0,41,2660,1
0,1,1,1,1,77,4642,1
1,0,1,0,0,69,991,0
1,1,0,0,0,116,4056,0
1,0,0,1,0,11,1468,1
0,1,0,0,1,31,2584,1
1,1,1,1,0,23,2979,1
0,0,0,0,0,30,1546,0
1,1,1,0,0,113,3205,0
0,1,0,0,1,104,4383,1
1,0,0,1,0,74,205,1
1,0,1,1,0,59,258,1
0,0,0,1,0,25,3139,0
0,0,1,1,1,5,4449,1
1,1,1,1,1,64,53,1
0,1,1,0,1,70,651,1
1,0,1,1,0,113,2039,1
1,1,0,0,0,99,4067,0
0,1,0,0,1,11,585,1
1,1,0,0,1,19,4767,1
0,0,1,0,1,78,211,1
1,1,1,1,0,30,1714,1
1,0,0,1,0,118,4830,1
1,1,0,0,0,78,960,0
0,0,0,1,1,72,2097,0
0,0,0,0,1,81,3684,0
1,0,0,0,0,9,3426,0
0,0,1,0,1,52,1555,1
1,1,0,0,0,120,669,0
1,0,0,1,1,94,753,1
0,1,0,1,0,30,578,1
0,0,0,0,1,34,2921,0
0,1,1,0,1,31,4005,1
1,1,1,1,1,7,2262,1
0,1,0,0,1,33,1896,1
1,1,0,1,1,113,4704,1
1,1,1,1,1,69,3668,1
1,0,1,1,1,34,1147,1
0,0,0,0,1,103,3450,0
1,0,1,1,0,24,3174,1
0,1,0,0,1,84,3106,1
1,0,1,0,0,73,4515,0
1,0,0,1,1,91,1903,1
1,1,1,1,0,97,783,1
1,0,1,0,0,29,1850,0
1,1,0,1,1,39,3058,1
1,1,0,1,0,34,4051,1
1,0,1,1,1,28,2649,1
1,1,1,1,0,54,3633,1
0,0,1,0,0,85,1654,0
0,0,0,1,0,65,2046,0
0,0,0,1,0,10,1720,0
1,0,1,0,1,17,3170,1
0,0,0,0,0,39,4822,0
1,1,0,0,1,111,3055,1
0,0,1,1,1,97,718,1
1,0,0,1,0,74,3773,1
1,0,1,0,1,113,3643,1
1,0,1,0,1,101,3044,1
1,0,0,1,1,63,234,1
1,0,1,0,1,115,4851,1
1,1,0,1,1,102,204,1
1,1,1,0,0,53,795,0
0,0,1,0,1,88,736,1
1,1,1,0,0,72,3846,0
0,0,1,0,0,37,883,0
1,0,1,0,1,12,3995,1
1,1,0,1,0,39,1122,1
0,1,0,0,1,83,1251,1
1,0,0,1,1,37,409,1
0,1,0,0,0,49,4022,0
0,1,0,1,1,22,231,1
0,0,1,1,0,43,1163,1
1,0,1,0,1,6,1411,1
0,1,0,1,0,75,3087,1
1,1,1,0,0,59,4926,0
0,1,1,0,0,29,4441,0
1,1,0,1,1,101,2237,1
0,0,1,0,1,42,4422,1
1,0,0,1,1,114,268,1
0,0,0,1,0,46,4970,0
1,0,1,1,1,5,4005,1
1,1,0,0,0,54,517,0
0,1,1,1,0,46,2001,1
1,1,0,0,0,23,1668,0
1,0,0,1,1,115,4171,1
0,1,1,1,0,92,1491,1
0,1,1,1,0,52,3921,1
1,1,1,1,1,64,609,1
0,0,0,1,0,39,4814,0
1,1,0,0,0,97,226,0
0,1,0,0,0,112,714,0
1,1,1,1,1,30,620,1
0,0,0,1,1,91,3187,0
0,1,1,0,0,107,1548,0
0,1,0,1,1,88,3449,1
1,0,1,0,0,75,2055,0
0,1,1,0,1,103,1956,1
1,1,0,1,0,76,3699,1
1,0,1,0,1,111,477,1
1,0,1,0,1,6,2497,1
0,0,1,0,1,103,1847,1
0,1,0,1,1,106,2645,1
1,0,0,1,0,39,3287,1
0,0,0,0,1,111,4146,0
1,1,0,0,0,114,1029,0
0,1,1,0,0,71,2941,0
0,1,0,1,0,103,778,1
1,1,1,1,1,36,1581,1
0,0,1,1,0,97,2462,1
1,1,0,1,0,104,3176,1
1,0,1,0,0,100,2808,0
0,0,1,0,1,48,4210,1
0,1,1,1,1,18,2273,1
0,1,0,0,1,31,906,1
1,1,0,0,0,91,1363,0
1,0,1,1,0,113,3509,1
0,1,1,1,0,9,778,1
0,1,0,0,1,78,2941,1
1,1,0,0,1,49,2053,1
1,0,1,1,0,42,2651,1
0,1,1,1,0,22,1325,1
1,0,1,1,1,49,573,1
0,1,0,1,1,75,2192,1
0,1,0,1,1,103,1915,1
0,1,1,1,1,56,2064,1
1,0,1,0,1,5,3032,1
0,1,1,1,0,6,932,1
0,0,1,0,1,120,2403,1
1,1,1,0,1,50,3480,1
1,0,0,1,0,32,3846,1
1,0,1,1,0,36,729,1
0,0,1,1,0,78,4938,1
0,1,1,1,0,30,2128,1
0,0,0,1,0,36,4567,0
0,0,0,0,0,61,285,0
0,1,0,0,0,90,1719,0
1,1,1,0,1,10,981,1
1,1,0,0,1,42,4186,1
0,1,1,0,1,41,2385,1
0,0,1,1,1,72,4785,1
0,0,1,0,0,77,3803,0
1,0,0,0,1,40,2321,1
0,1,1,0,1,118,4459,1
1,1,1,0,1,78,287,1
0,0,0,0,1,90,404,0
1,1,0,1,0,72,1202,1
1,1,1,1,1,23,3425,1
0,1,0,0,1,34,2601,1
0,0,1,1,1,66,3717,1
0,1,1,0,1,8,4612,1
1,1,1,0,0,26,2787,0
0,0,1,0,1,105,2609,1
0,0,0,1,0,92,3007,0
1,0,0,0,1,16,3761,1
1,0,0,1,0,114,2459,1
1,0,1,0,0,116,3972,0
1,1,0,0,1,116,4943,1
0,0,1,0,0,5,4809,0
0,0,0,0,0,69,3641,0
0,1,0,0,0,23,4322,0
1,0,0,1,1,61,1828,1
0,1,1,0,1,41,4485,1
0,0,0,0,0,17,2768,0
0,0,1,1,1,107,3175,1
0,0,1,1,0,17,3966,1
1,1,1,0,1,51,891,1
0,1,1,1,0,9,3259,1
0,1,0,0,1,63,1046,1
0,1,1,0,0,103,1057,0
1,1,1,0,0,106,4714,0
1,1,1,0,0,103,1671,0
0,1,0,1,0,106,554,1
1,1,0,1,0,40,2365,1
0,0,1,1,1,78,2731,1
0,0,0,1,0,47,1311,0
1,1,1,0,0,84,4406,0
0,1,0,0,0,98,4520,0
0,0,1,1,0,5,268,1
0,0,0,0,0,59,4765,0
1,0,0,1,1,24,67,1
1,0,1,1,0,64,2303,1
1,0,1,1,1,45,1545,1
1,0,1,1,1,6,1286,1
1,1,1,1,0,95,369,1
0,1,0,0,0,12,3603,0
0,0,0,0,1,113,3608,0
1,1,0,0,0,17,652,0
1,0,0,0,0,117,2113,0
1,1,1,1,0,94,3267,1
1,1,0,0,0,67,635,0
1,1,0,1,1,112,940,1
0,1,1,1,1,47,4930,1
1,1,0,1,0,53,4291,1
1,0,1,1,0,85,4749,1
1,1,0,0,0,112,4471,0
0,1,0,0,1,119,1898,1
0,1,0,0,1,79,4746,1
0,1,1,0,0,66,2943,0
0,0,1,1,0,54,2640,1
0,0,0,1,0,62,3605,0
1,1,0,1,1,53,4332,1
1,1,0,1,0,81,4368,1
1,1,1,0,0,114,4579,0
1,0,0,0,1,34,1216,1
1,1,0,1,1,87,3243,1
1,1,1,1,0,75,4168,1
0,1,1,0,0,19,4611,0
1,1,1,1,0,74,2703,1
0,0,0,0,1,7,2020,0
1,1,0,1,1,39,4347,1
1,1,0,1,0,63,737,1
0,0,0,0,1,19,3409,0
0,0,0,1,1,12,1906,0
0,1,0,0,1,96,530,1
0,0,1,1,1,55,2872,1
1,0,1,0,0,42,1228,0
1,0,1,0,1,61,1829,1
0,0,1,0,0,51,4093,0
1,0,0,1,1,91,2088,1
0,0,1,1,1,6,4564,1
0,0,0,1,1,101,1199,0
1,1,1,0,1,42,2497,1
0,1,0,0,1,75,902,1
1,1,0,1,0,99,2757,1
1,1,1,1,0,5,2204,1
0,0,1,1,1,114,191,1
0,0,0,1,1,87,684,0
1,0,0,0,1,21,1651,1
0,1,0,0,1,111,4245,1
1,0,0,0,0,28,713,0
1,1,1,1,0,61,1842,1
1,0,1,1,0,8,2549,1
1,1,0,0,0,76,3321,0
0,0,1,1,0,71,238,1
1,0,0,0,1,34,1724,1
0,1,1,1,1,111,4034,1
1,0,0,1,1,5,2210,1
